Date,Hour,AvgDissolvedOxygenInput,AvgWaterTemperatureInput,AvgDissolvedOxygenOutput,AvgWaterTemperatureOutput,OxygenDiff,AvgWaterSurfaceElevationInput,AvgWaterSurfaceElevationOutput,mean_GlobalSolarRadiationCampodarsego,mean_GlobalSolarRadiationLegnaro,mean_Max_AirRel_Humidity,mean_Min_AirRel_Humidity,mean_Tair_mean,sum_Precipitation,DateHour,IsRainy,aggPrecipitation
01-Dec-2022,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,79,72,5.7,0,01-Dec-2022 01:00:00,0,0
01-Dec-2022,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,82,66,6.4,0,01-Dec-2022 02:00:00,0,0
01-Dec-2022,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,74,64,7,0,01-Dec-2022 03:00:00,0,0
01-Dec-2022,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,78,65,6.5,0,01-Dec-2022 04:00:00,0,0
01-Dec-2022,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,89,4.7,0,01-Dec-2022 05:00:00,0,0
01-Dec-2022,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,3.4,0,01-Dec-2022 06:00:00,0,0
01-Dec-2022,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,2.7,0,01-Dec-2022 07:00:00,0,0
01-Dec-2022,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,9,100,100,2.5,0,01-Dec-2022 08:00:00,0,0
01-Dec-2022,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,64,93,100,100,3.9,0,01-Dec-2022 09:00:00,0,0
01-Dec-2022,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,254,239,100,62,7.5,0,01-Dec-2022 10:00:00,0,0
01-Dec-2022,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,356,303,59,56,9.4,0,01-Dec-2022 11:00:00,0,0
01-Dec-2022,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343,333,53,50,10.9,0,01-Dec-2022 12:00:00,0,0
01-Dec-2022,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,248,281,52,50,11.3,0,01-Dec-2022 13:00:00,0,0
01-Dec-2022,14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,227,171,52,50,11.1,0,01-Dec-2022 14:00:00,0,0
01-Dec-2022,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,99,99,57,52,10.7,0,01-Dec-2022 15:00:00,0,0
01-Dec-2022,16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45,54,60,56,10.1,0,01-Dec-2022 16:00:00,0,0
01-Dec-2022,17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5,74,62,8.6,0,01-Dec-2022 17:00:00,0,0
01-Dec-2022,18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,88,73,7.2,0,01-Dec-2022 18:00:00,0,0
01-Dec-2022,19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,85,6.3,0,01-Dec-2022 19:00:00,0,0
01-Dec-2022,20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,90,64,8,0,01-Dec-2022 20:00:00,0,0
01-Dec-2022,21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,67,66,8,0,01-Dec-2022 21:00:00,0,0
01-Dec-2022,22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,68,63,8.1,0,01-Dec-2022 22:00:00,0,0
01-Dec-2022,23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,67,64,8,0,01-Dec-2022 23:00:00,0,0
02-Dec-2022,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,75,70,7.5,0,02-Dec-2022 00:00:00,0,0
02-Dec-2022,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,84,78,7.2,0,02-Dec-2022 01:00:00,0,0
02-Dec-2022,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,84,81,7.2,0,02-Dec-2022 02:00:00,0,0
02-Dec-2022,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,87,83,7.2,0,02-Dec-2022 03:00:00,0,0
02-Dec-2022,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,85,7.1,0,02-Dec-2022 04:00:00,0,0
02-Dec-2022,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,6.9,0,02-Dec-2022 05:00:00,0,0
02-Dec-2022,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,6.9,0,02-Dec-2022 06:00:00,0,0
02-Dec-2022,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,6.8,0,02-Dec-2022 07:00:00,0,0
02-Dec-2022,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,6.8,0,02-Dec-2022 08:00:00,0,0
02-Dec-2022,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21,31,100,100,7,0,02-Dec-2022 09:00:00,0,0
02-Dec-2022,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,63,78,100,90,7.3,0,02-Dec-2022 10:00:00,0,0
02-Dec-2022,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,185,94,86,83,7.5,0,02-Dec-2022 11:00:00,0,0
02-Dec-2022,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,84,197,86,82,7.7,0,02-Dec-2022 12:00:00,0,0
02-Dec-2022,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,131,246,81,77,8.4,0,02-Dec-2022 13:00:00,0,0
02-Dec-2022,14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,157,91,79,74,8.7,0,02-Dec-2022 14:00:00,0,0
02-Dec-2022,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45,42,83,77,8.4,0,02-Dec-2022 15:00:00,0,0
02-Dec-2022,16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,9,76,74,8.3,0,02-Dec-2022 16:00:00,0,0
02-Dec-2022,17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,78,75,8.1,0,02-Dec-2022 17:00:00,0,0
02-Dec-2022,18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,87,80,7.7,0,02-Dec-2022 18:00:00,0,0
02-Dec-2022,19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,94,89,7.5,0,02-Dec-2022 19:00:00,0,0
02-Dec-2022,20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,92,89,7.4,0,02-Dec-2022 20:00:00,0,0
02-Dec-2022,21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,92,87,7.3,0,02-Dec-2022 21:00:00,0,0
02-Dec-2022,22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,89,86,7.2,0,02-Dec-2022 22:00:00,0,0
02-Dec-2022,23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,92,88,7.1,0,02-Dec-2022 23:00:00,0,0
03-Dec-2022,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,88,6.7,0,03-Dec-2022 00:00:00,0,0
03-Dec-2022,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,6.3,0,03-Dec-2022 01:00:00,0,0
03-Dec-2022,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,6.4,0,03-Dec-2022 02:00:00,0,0
03-Dec-2022,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,6.4,0,03-Dec-2022 03:00:00,0,0
03-Dec-2022,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,6.4,0,03-Dec-2022 04:00:00,0,0
03-Dec-2022,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,6.6,0,03-Dec-2022 05:00:00,0,0
03-Dec-2022,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,6.5,0.2,03-Dec-2022 06:00:00,0,0.2
03-Dec-2022,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,6.7,0.2,03-Dec-2022 07:00:00,0,0.4
03-Dec-2022,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,6.8,0.6,03-Dec-2022 08:00:00,1,1
03-Dec-2022,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,14,100,100,6.9,0.2,03-Dec-2022 09:00:00,1,1.2
03-Dec-2022,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35,56,100,100,7.4,0,03-Dec-2022 10:00:00,1,1.2
03-Dec-2022,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,59,59,100,100,7.9,0,03-Dec-2022 11:00:00,1,1.2
03-Dec-2022,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,63,56,100,100,8.3,0,03-Dec-2022 12:00:00,1,1.2
03-Dec-2022,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,64,59,100,100,8.2,0.6,03-Dec-2022 13:00:00,1,1.8
03-Dec-2022,14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,73,56,100,100,8.7,0,03-Dec-2022 14:00:00,1,1.8
03-Dec-2022,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40,28,100,100,9,0,03-Dec-2022 15:00:00,1,1.8
03-Dec-2022,16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,14,100,100,9.1,0,03-Dec-2022 16:00:00,1,1.8
03-Dec-2022,17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,8.8,0,03-Dec-2022 17:00:00,1,1.8
03-Dec-2022,18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,9,0,03-Dec-2022 18:00:00,1,1.8
03-Dec-2022,19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,9.2,0,03-Dec-2022 19:00:00,1,1.8
03-Dec-2022,20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,8.5,0.8,03-Dec-2022 20:00:00,1,2.6
03-Dec-2022,21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,8.6,0,03-Dec-2022 21:00:00,1,2.6
03-Dec-2022,22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,8.8,0,03-Dec-2022 22:00:00,1,2.6
03-Dec-2022,23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,8.6,0,03-Dec-2022 23:00:00,1,2.6
04-Dec-2022,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,8.6,0,04-Dec-2022 00:00:00,1,2.6
04-Dec-2022,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,8.7,0,04-Dec-2022 01:00:00,1,2.6
04-Dec-2022,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,9.1,0,04-Dec-2022 02:00:00,1,2.6
04-Dec-2022,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,98,9.5,0,04-Dec-2022 03:00:00,1,2.6
04-Dec-2022,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,9.1,1.6,04-Dec-2022 04:00:00,1,4.2
04-Dec-2022,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,9.5,0.4,04-Dec-2022 05:00:00,1,4.6
04-Dec-2022,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,9.1,0.4,04-Dec-2022 06:00:00,1,4.8
04-Dec-2022,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,8.6,2.6,04-Dec-2022 07:00:00,1,7.2
04-Dec-2022,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,8.8,3.4,04-Dec-2022 08:00:00,1,10
04-Dec-2022,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,21,100,100,8.9,6,04-Dec-2022 09:00:00,1,15.8
04-Dec-2022,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33,91,100,100,9,0.6,04-Dec-2022 10:00:00,1,16.4
04-Dec-2022,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,208,195,100,100,9.9,0,04-Dec-2022 11:00:00,1,16.4
04-Dec-2022,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,167,91,100,100,9.9,0,04-Dec-2022 12:00:00,1,16.4
04-Dec-2022,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,75,35,100,100,9.4,0.2,04-Dec-2022 13:00:00,1,16
04-Dec-2022,14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28,42,100,100,9.3,0.2,04-Dec-2022 14:00:00,1,16.2
04-Dec-2022,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80,37,100,100,9.4,0,04-Dec-2022 15:00:00,1,16.2
04-Dec-2022,16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19,9,100,100,9.5,0,04-Dec-2022 16:00:00,1,16.2
04-Dec-2022,17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,9.6,0,04-Dec-2022 17:00:00,1,16.2
04-Dec-2022,18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,9.3,0,04-Dec-2022 18:00:00,1,16.2
04-Dec-2022,19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,8.9,0.2,04-Dec-2022 19:00:00,1,16.4
04-Dec-2022,20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,8.7,0,04-Dec-2022 20:00:00,1,15.6
04-Dec-2022,21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,8.7,0,04-Dec-2022 21:00:00,1,15.6
04-Dec-2022,22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,8.7,0,04-Dec-2022 22:00:00,1,15.6
04-Dec-2022,23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,8.6,0,04-Dec-2022 23:00:00,1,15.6
05-Dec-2022,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,8.6,0,05-Dec-2022 00:00:00,1,15.6
05-Dec-2022,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,8.4,0,05-Dec-2022 01:00:00,1,15.6
05-Dec-2022,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,8.3,0,05-Dec-2022 02:00:00,1,15.6
05-Dec-2022,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,8.2,2.2,05-Dec-2022 03:00:00,1,17.8
05-Dec-2022,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,8.1,0.6,05-Dec-2022 04:00:00,1,16.8
05-Dec-2022,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,8.2,1.4,05-Dec-2022 05:00:00,1,17.8
05-Dec-2022,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,8.7,0.4,05-Dec-2022 06:00:00,1,17.8
05-Dec-2022,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,9,0,05-Dec-2022 07:00:00,1,15.2
05-Dec-2022,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,9.2,0,05-Dec-2022 08:00:00,1,11.8
05-Dec-2022,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,2,100,100,9.2,0,05-Dec-2022 09:00:00,1,5.8
05-Dec-2022,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,63,54,100,100,9.6,0,05-Dec-2022 10:00:00,1,5.2
05-Dec-2022,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,223,162,100,100,10.8,0,05-Dec-2022 11:00:00,1,5.2
05-Dec-2022,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,228,178,100,100,11.7,0,05-Dec-2022 12:00:00,1,5.2
05-Dec-2022,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,179,138,100,100,11.9,0,05-Dec-2022 13:00:00,1,5
05-Dec-2022,14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,139,101,100,100,11.7,0,05-Dec-2022 14:00:00,1,4.8
05-Dec-2022,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,73,49,100,100,11.6,0,05-Dec-2022 15:00:00,1,4.8
05-Dec-2022,16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14,12,100,100,11.1,0.6,05-Dec-2022 16:00:00,1,5.4
05-Dec-2022,17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,10.7,0,05-Dec-2022 17:00:00,1,5.4
05-Dec-2022,18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,10.5,0.2,05-Dec-2022 18:00:00,1,5.6
05-Dec-2022,19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,9.9,0,05-Dec-2022 19:00:00,1,5.4
05-Dec-2022,20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,9.9,0,05-Dec-2022 20:00:00,1,5.4
05-Dec-2022,21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,9.3,0,05-Dec-2022 21:00:00,1,5.4
05-Dec-2022,22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,9.7,0,05-Dec-2022 22:00:00,1,5.4
05-Dec-2022,23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,9.7,0,05-Dec-2022 23:00:00,1,5.4
06-Dec-2022,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,9,0,06-Dec-2022 00:00:00,1,5.4
06-Dec-2022,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,8.3,0,06-Dec-2022 01:00:00,1,5.4
06-Dec-2022,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,7.9,0,06-Dec-2022 02:00:00,1,5.4
06-Dec-2022,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,7.1,0.2,06-Dec-2022 03:00:00,1,3.4
06-Dec-2022,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,6,0,06-Dec-2022 04:00:00,1,2.8
06-Dec-2022,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,6.6,0,06-Dec-2022 05:00:00,1,1.4
06-Dec-2022,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,6.2,0,06-Dec-2022 06:00:00,1,1
06-Dec-2022,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,6,0,06-Dec-2022 07:00:00,1,1
06-Dec-2022,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,5.6,0,06-Dec-2022 08:00:00,1,1
06-Dec-2022,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28,23,100,100,5.3,0,06-Dec-2022 09:00:00,1,1
06-Dec-2022,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,58,42,100,100,5.4,0,06-Dec-2022 10:00:00,1,1
06-Dec-2022,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,115,68,100,100,5.3,0,06-Dec-2022 11:00:00,1,1
06-Dec-2022,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,143,80,100,100,6.1,0,06-Dec-2022 12:00:00,1,1
06-Dec-2022,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,183,82,100,100,6.6,0,06-Dec-2022 13:00:00,1,1
06-Dec-2022,14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,234,70,100,100,7.1,0,06-Dec-2022 14:00:00,1,1
06-Dec-2022,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,150,63,100,100,7.9,0,06-Dec-2022 15:00:00,1,1
06-Dec-2022,16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,94,30,100,100,8.1,0,06-Dec-2022 16:00:00,1,0.4
06-Dec-2022,17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,0,100,100,7.9,0,06-Dec-2022 17:00:00,1,0.4
06-Dec-2022,18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,7.9,0,06-Dec-2022 18:00:00,1,0.2
06-Dec-2022,19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,7.3,0,06-Dec-2022 19:00:00,1,0.2
06-Dec-2022,20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,6.8,0,06-Dec-2022 20:00:00,1,0.2
06-Dec-2022,21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,7,0,06-Dec-2022 21:00:00,1,0.2
06-Dec-2022,22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,6.3,0,06-Dec-2022 22:00:00,1,0.2
06-Dec-2022,23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,5.6,0,06-Dec-2022 23:00:00,1,0.2
07-Dec-2022,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,4.5,0,07-Dec-2022 00:00:00,1,0.2
07-Dec-2022,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,3.9,0,07-Dec-2022 01:00:00,1,0.2
07-Dec-2022,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,3.6,0,07-Dec-2022 02:00:00,1,0.2
07-Dec-2022,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,3.4,0,07-Dec-2022 03:00:00,1,0
07-Dec-2022,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,4,0,07-Dec-2022 04:00:00,1,0
07-Dec-2022,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,3.6,0,07-Dec-2022 05:00:00,1,0
07-Dec-2022,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,2.8,0,07-Dec-2022 06:00:00,1,0
07-Dec-2022,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,100,100,2.6,0,07-Dec-2022 07:00:00,1,0
07-Dec-2022,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,5,100,100,2.1,0,07-Dec-2022 08:00:00,1,0
07-Dec-2022,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,63,87,100,100,2.9,0,07-Dec-2022 09:00:00,1,0
07-Dec-2022,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,181,187,100,100,4.7,0,07-Dec-2022 10:00:00,1,0
07-Dec-2022,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,293,298,90,72,6.5,0,07-Dec-2022 11:00:00,1,0
07-Dec-2022,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,349,375,65,58,8.6,0,07-Dec-2022 12:00:00,1,0
07-Dec-2022,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,364,373,57,51,10.2,0,07-Dec-2022 13:00:00,1,0
07-Dec-2022,14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,321,323,54,53,10.7,0,07-Dec-2022 14:00:00,1,0
07-Dec-2022,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,230,221,64,53,10.6,0,07-Dec-2022 15:00:00,1,0
07-Dec-2022,16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,105,87,72,66,9.8,0,07-Dec-2022 16:00:00,1,0
07-Dec-2022,17,NaN,NaN,8.41272727272727,9.93481818181818,NaN,NaN,8.79655,5,5,85,74,8.3,0,07-Dec-2022 17:00:00,1,0
07-Dec-2022,18,NaN,NaN,8.50116666666667,9.90916666666667,NaN,NaN,8.81198333333333,0,0,100,88,6.4,0,07-Dec-2022 18:00:00,1,0
07-Dec-2022,19,NaN,NaN,8.47166666666667,9.9265,NaN,NaN,8.82153333333333,0,0,100,100,4.8,0,07-Dec-2022 19:00:00,1,0
07-Dec-2022,20,NaN,NaN,8.44191666666667,9.93183333333333,NaN,NaN,8.8303,0,0,100,100,4.2,0,07-Dec-2022 20:00:00,1,0
07-Dec-2022,21,NaN,NaN,8.33975,9.91433333333333,NaN,NaN,8.83305,0,0,100,100,4.5,0,07-Dec-2022 21:00:00,1,0
07-Dec-2022,22,NaN,NaN,8.23633333333333,9.8365,NaN,NaN,8.83955,0,0,100,100,4.4,0,07-Dec-2022 22:00:00,1,0
07-Dec-2022,23,NaN,NaN,8.13991666666667,9.76175,NaN,NaN,8.8298,0,0,100,100,3.6,0,07-Dec-2022 23:00:00,1,0
08-Dec-2022,0,NaN,NaN,8.122,9.67758333333334,NaN,NaN,8.8152,0,0,100,100,3.8,0,08-Dec-2022 00:00:00,1,0
08-Dec-2022,1,NaN,NaN,8.10583333333333,9.5865,NaN,NaN,8.80418333333333,0,0,100,100,3.6,0,08-Dec-2022 01:00:00,1,0
08-Dec-2022,2,NaN,NaN,8.09366666666667,9.49591666666667,NaN,NaN,8.80748333333333,0,0,100,100,3.6,0,08-Dec-2022 02:00:00,1,0
08-Dec-2022,3,NaN,NaN,8.05358333333333,9.42366666666667,NaN,NaN,8.82215,0,0,100,93,3.8,0,08-Dec-2022 03:00:00,1,0
08-Dec-2022,4,NaN,NaN,8.00283333333333,9.35375,NaN,NaN,8.828475,0,0,97,88,3.7,0,08-Dec-2022 04:00:00,1,0
08-Dec-2022,5,NaN,NaN,7.991,9.27925,NaN,NaN,8.834375,0,0,98,91,3.3,0,08-Dec-2022 05:00:00,1,0
08-Dec-2022,6,NaN,NaN,8.01258333333333,9.20441666666667,NaN,NaN,8.83846666666667,0,0,100,97,2.8,0,08-Dec-2022 06:00:00,1,0
08-Dec-2022,7,NaN,NaN,8.06516666666667,9.11875,NaN,NaN,8.82181666666667,0,0,100,100,2.6,0,08-Dec-2022 07:00:00,1,0
08-Dec-2022,8,NaN,NaN,8.15458333333333,9.05233333333334,NaN,NaN,8.80980833333333,0,0,100,100,2.4,0,08-Dec-2022 08:00:00,1,0
08-Dec-2022,9,NaN,NaN,8.26366666666667,9.02908333333333,NaN,NaN,8.81448333333333,37,40,100,100,2.3,0,08-Dec-2022 09:00:00,1,0
08-Dec-2022,10,NaN,NaN,8.27583333333333,9.01358333333333,NaN,NaN,8.82481666666667,75,75,100,97,3.5,0,08-Dec-2022 10:00:00,1,0
08-Dec-2022,11,NaN,NaN,8.338,9.06525,NaN,NaN,8.82996666666667,204,148,100,83,4.1,0,08-Dec-2022 11:00:00,1,0
08-Dec-2022,12,NaN,NaN,8.37933333333334,9.13791666666667,NaN,NaN,8.83339166666666,208,242,79,68,6.1,0,08-Dec-2022 12:00:00,1,0
08-Dec-2022,13,NaN,NaN,8.45775,9.2005,NaN,NaN,8.83471666666666,225,167,73,66,7.3,0,08-Dec-2022 13:00:00,1,0
08-Dec-2022,14,NaN,NaN,8.53125,9.25908333333333,NaN,NaN,8.83108333333333,155,124,70,64,8,0,08-Dec-2022 14:00:00,1,0
08-Dec-2022,15,NaN,NaN,8.59616666666667,9.2855,NaN,NaN,8.83121666666666,106,138,84,72,7.8,0,08-Dec-2022 15:00:00,1,0
08-Dec-2022,16,NaN,NaN,8.64016666666667,9.27075,NaN,NaN,8.82288333333333,77,73,100,80,7.7,0,08-Dec-2022 16:00:00,1,0
08-Dec-2022,17,NaN,NaN,8.7,9.24466666666667,NaN,NaN,8.80513333333333,5,2,100,100,6.5,0,08-Dec-2022 17:00:00,1,0
