Date,Hour,AvgDissolvedOxygenInput,AvgWaterTemperatureInput,AvgDOPercentSaturationInput,AvgDissolvedOxygenOutput,AvgWaterTemperatureOutput,AvgDOPercentSaturationOutput,OxygenInOutDiff,DateHour,DODiffIn,DODiffOut,AvgWaterSurfaceElevationInput,AvgWaterSurfaceElevationOutput,mean_GlobalSolarRadiationCampodarsego,mean_GlobalSolarRadiationLegnaro,mean_Max_AirRel_Humidity,mean_Min_AirRel_Humidity,mean_Tair_mean,sum_Precipitation,WeatherRegime,aggPrecipitation
25-Jan-2023,15,9.03883333333333,8.3685,77.011355,9.21575,8.32683333333333,78.4395130833333,-0.176916666666665,25-Jan-2023 15:00:00,-0.0223333333333322,0.111416666666669,11.6767,8.80949166666667,216,309,49,48,10.3,0,Dry,0.4
25-Jan-2023,16,9.00158333333333,8.35291666666667,76.6649870833333,9.2385,8.42741666666667,78.825118,-0.236916666666666,25-Jan-2023 16:00:00,-0.0372500000000002,0.0227500000000003,11.6764166666667,8.81198333333333,89,197,52,50,9.9,0,Dry,0.4
25-Jan-2023,17,8.98966666666667,8.327,76.515312,9.15525,8.43916666666667,78.1371746666667,-0.165583333333334,25-Jan-2023 17:00:00,-0.0119166666666679,-0.0832499999999996,11.6759083333333,8.81473333333333,33,51,55,51,9,0,Dry,0.4
25-Jan-2023,18,9.00191666666666,8.30658333333333,76.5815503333333,9.01925,8.36108333333333,76.83088725,-0.0173333333333368,25-Jan-2023 18:00:00,0.0122499999999981,-0.135999999999999,11.6758083333333,8.81725,0,0,61,57,8,0,Dry,0.4
25-Jan-2023,19,9.02583333333333,8.31141666666667,76.7940535833333,8.9095,8.26716666666667,75.7229325,0.11633333333333,25-Jan-2023 19:00:00,0.0239166666666684,-0.109749999999998,11.6756416666667,8.8124,0,0,63,60,7,0,Dry,0.4
25-Jan-2023,20,9.05375,8.30983333333333,77.0286166666667,8.77516666666667,8.17475,74.41362125,0.278583333333334,25-Jan-2023 20:00:00,0.0279166666666679,-0.134333333333336,11.6750833333333,8.81275,0,0,70,64,5.9,0,Dry,0.4
25-Jan-2023,21,9.07266666666666,8.31916666666667,77.2070675833333,8.68408333333333,8.08533333333333,73.4807306666667,0.388583333333331,25-Jan-2023 21:00:00,0.018916666666664,-0.0910833333333336,11.6742833333333,8.81333333333333,0,0,73,67,5,0,Dry,0.2
25-Jan-2023,22,9.0945,8.334,77.4207433333333,8.64641666666667,8.00816666666667,73.02422675,0.448083333333333,25-Jan-2023 22:00:00,0.0218333333333351,-0.0376666666666665,11.6735,8.80731666666667,0,0,67,65,4.7,0,Dry,0.2
25-Jan-2023,23,9.1105,8.34183333333334,77.5717233333333,8.62091666666667,7.94758333333333,72.7010391666667,0.489583333333332,25-Jan-2023 23:00:00,0.016,-0.0254999999999992,11.673525,8.81123333333333,0,0,68,66,4.4,0,Dry,0
26-Jan-2023,0,9.10683333333333,8.36375,77.58179,8.61633333333334,7.8965,72.57159125,0.490499999999999,26-Jan-2023 00:00:00,-0.00366666666666582,-0.00458333333333272,11.6737,8.80919166666667,0,0,70,68,3.9,0,Dry,0
26-Jan-2023,1,9.08775,8.39433333333333,77.4767043333333,8.63258333333333,7.8735,72.66752125,0.455166666666665,26-Jan-2023 01:00:00,-0.0190833333333362,0.0162499999999977,11.673575,8.81366666666667,0,0,71,70,3.3,0,Dry,0
26-Jan-2023,2,9.07058333333333,8.40233333333333,77.3453179166667,8.61233333333333,7.8475,72.4508869166667,0.45825,26-Jan-2023 02:00:00,-0.0171666666666646,-0.020249999999999,11.6728583333333,8.81316666666667,0,0,71,70,3.3,0,Dry,0
26-Jan-2023,3,9.03183333333333,8.42558333333333,77.0583851666667,8.62808333333333,7.85133333333333,72.5901958333333,0.403749999999999,26-Jan-2023 03:00:00,-0.0387500000000003,0.0157500000000006,11.6728833333333,8.81176666666667,0,0,71,71,3,0,Dry,0
26-Jan-2023,4,8.96575,8.44616666666666,76.5327591666667,8.64358333333333,7.84516666666667,72.70960375,0.32216666666667,26-Jan-2023 04:00:00,-0.0660833333333315,0.0154999999999976,11.6742916666667,8.81075,0,0,71,71,2.9,0,Dry,0
26-Jan-2023,5,8.9135,8.43183333333333,76.060337,8.70791666666667,7.831,73.2253393333333,0.205583333333335,26-Jan-2023 05:00:00,-0.0522500000000008,0.0643333333333338,11.6747833333333,8.81141666666666,0,0,70,68,3.1,0,Dry,0
26-Jan-2023,6,8.8435,8.41333333333333,75.42914,8.74758333333333,7.81533333333333,73.5306594166667,0.0959166666666658,26-Jan-2023 06:00:00,-0.0700000000000021,0.0396666666666672,11.6756333333333,8.80908333333333,0,0,68,66,3.1,0,Dry,0
26-Jan-2023,7,8.77958333333333,8.39908333333333,74.8581166666667,8.78341666666667,7.81441666666667,73.8302190833333,-0.00383333333333269,26-Jan-2023 07:00:00,-0.0639166666666657,0.0358333333333327,11.6766,8.8105,0,0,71,68,2.7,0,Dry,0
26-Jan-2023,8,8.75041666666667,8.38808333333333,74.5894838333333,8.81891666666667,7.82616666666667,74.1499749166667,-0.0685000000000002,26-Jan-2023 08:00:00,-0.0291666666666668,0.0355000000000008,11.67655,8.8105,2,4,80,73,2.2,0,Dry,0
26-Jan-2023,9,8.74808333333334,8.389,74.5712109166667,8.87308333333333,7.86483333333333,74.6761949166667,-0.124999999999998,26-Jan-2023 09:00:00,-0.00233333333333086,0.0541666666666671,11.6749166666667,8.81066666666667,73,89,79,73,2.9,0,Dry,0
26-Jan-2023,10,8.735,8.42741666666667,74.5291649166667,8.88833333333333,7.92725,74.918932,-0.153333333333332,26-Jan-2023 10:00:00,-0.0130833333333342,0.01525,11.67285,8.80983333333333,242,206,65,58,4.5,0,Dry,0
26-Jan-2023,11,8.73458333333333,8.49133333333333,74.6411725,8.88083333333333,7.99658333333333,74.98273125,-0.146250000000002,26-Jan-2023 11:00:00,-0.00041666666666984,-0.00750000000000028,11.671575,8.80949166666667,340,350,56,53,5.7,0,Dry,0
26-Jan-2023,12,8.75633333333333,8.57108333333333,74.9716409166667,8.85716666666667,8.07191666666667,74.9205949166667,-0.100833333333332,26-Jan-2023 12:00:00,0.0217500000000026,-0.0236666666666672,11.6717666666667,8.80676666666667,428,429,52,47,6.3,0,Dry,0
26-Jan-2023,13,8.76733333333333,8.61141666666667,75.1390471666667,8.82158333333333,8.15516666666667,74.7714515,-0.0542499999999997,26-Jan-2023 13:00:00,0.011000000000001,-0.0355833333333315,11.6741666666667,8.806275,453,394,49,44,7,0,Dry,0
26-Jan-2023,14,8.7215,8.60466666666667,74.7340414166667,8.91675,8.22341666666667,75.70401575,-0.19525,26-Jan-2023 14:00:00,-0.0458333333333343,0.0951666666666657,11.6782416666667,8.80716666666667,438,422,45,44,7.3,0,Dry,0
26-Jan-2023,15,8.67666666666667,8.5835,74.31181875,9.09,8.29308333333333,77.30566075,-0.413333333333332,26-Jan-2023 15:00:00,-0.0448333333333348,0.173249999999998,11.6818416666667,8.80958333333333,343,317,50,46,7.4,0,Dry,0
26-Jan-2023,16,8.63258333333333,8.55383333333333,73.8812683333333,9.13225,8.373,77.8156971666667,-0.499666666666666,26-Jan-2023 16:00:00,-0.0440833333333313,0.0422500000000028,11.682575,8.81125833333333,211,199,50,48,6.9,0,Dry,0
